2020-01-16 12:41:49,43,144,-128,39,
2020-01-16 12:41:49,43,144,-64,38,
2020-01-16 12:41:49,43,144,-128,37,
2020-01-16 12:41:49,43,128,-128,39,
2020-01-16 12:41:49,43,128,-60,38,
2020-01-16 12:41:49,43,128,-128,37,
2020-01-16 12:41:48,43,80,-128,39,
2020-01-16 12:41:48,43,80,-72,38,
2020-01-16 12:41:48,43,80,-128,37,
2020-01-16 12:41:48,43,176,-81,39,
2020-01-16 12:41:48,43,176,-128,38,
2020-01-16 12:41:48,43,176,-105,37,
2020-01-16 12:41:46,43,80,-70,39,
2020-01-16 12:41:46,43,80,-128,38,
2020-01-16 12:41:46,43,80,-128,37,
2020-01-16 12:41:46,43,128,-128,39,
2020-01-16 12:41:46,43,128,-128,38,
2020-01-16 12:41:46,43,128,-74,37,
2020-01-16 12:41:45,43,176,-83,39,
2020-01-16 12:41:45,43,176,-128,38,
2020-01-16 12:41:45,43,176,-128,37,
2020-01-16 12:41:44,43,144,-128,39,
2020-01-16 12:41:44,43,144,-68,38,
2020-01-16 12:41:44,43,144,-128,37,
2020-01-16 12:41:44,43,128,-62,39,
2020-01-16 12:41:44,43,128,-128,38,
2020-01-16 12:41:44,43,128,-128,37,
2020-01-16 12:41:43,43,80,-74,39,
2020-01-16 12:41:43,43,80,-128,38,
2020-01-16 12:41:43,43,80,-128,37,
2020-01-16 12:41:43,43,176,-81,39,
2020-01-16 12:41:43,43,176,-128,38,
2020-01-16 12:41:43,43,176,-128,37,
2020-01-16 12:41:41,43,144,-128,39,
2020-01-16 12:41:41,43,144,-128,38,
2020-01-16 12:41:41,43,144,-66,37,
2020-01-16 12:41:41,43,80,-75,39,
2020-01-16 12:41:41,43,80,-128,38,
2020-01-16 12:41:41,43,80,-128,37,
2020-01-16 12:41:41,43,128,-128,39,
2020-01-16 12:41:41,43,128,-55,38,
2020-01-16 12:41:41,43,128,-128,37,
2020-01-16 12:41:39,43,128,-62,39,
2020-01-16 12:41:39,43,128,-128,38,
2020-01-16 12:41:39,43,128,-96,37,
2020-01-16 12:41:38,43,144,-68,39,
2020-01-16 12:41:38,43,144,-128,38,
2020-01-16 12:41:38,43,144,-128,37,
2020-01-16 12:41:38,43,80,-98,39,
2020-01-16 12:41:38,43,80,-65,38,
2020-01-16 12:41:38,43,80,-128,37,
2020-01-16 12:41:37,43,176,-128,39,
2020-01-16 12:41:37,43,176,-128,38,
2020-01-16 12:41:37,43,176,-86,37,
2020-01-16 12:41:37,43,128,-128,39,
2020-01-16 12:41:37,43,128,-67,38,
2020-01-16 12:41:37,43,128,-128,37,
2020-01-16 12:41:36,43,144,-128,39,
2020-01-16 12:41:36,43,144,-128,38,
2020-01-16 12:41:36,43,144,-64,37,
2020-01-16 12:41:34,43,80,-128,39,
2020-01-16 12:41:34,43,80,-128,38,
2020-01-16 12:41:34,43,80,-65,37,
2020-01-16 12:41:33,43,128,-69,39,
2020-01-16 12:41:33,43,128,-128,38,
2020-01-16 12:41:33,43,128,-128,37,
2020-01-16 12:41:32,43,144,-68,39,
2020-01-16 12:41:32,43,144,-128,38,
2020-01-16 12:41:32,43,144,-128,37,
2020-01-16 12:41:31,43,80,-102,39,
2020-01-16 12:41:31,43,80,-75,38,
2020-01-16 12:41:31,43,80,-128,37,
2020-01-16 12:41:29,43,80,-77,39,
2020-01-16 12:41:29,43,80,-128,38,
2020-01-16 12:41:29,43,80,-99,37,
2020-01-16 12:41:28,43,144,-128,39,
2020-01-16 12:41:28,43,144,-128,38,
2020-01-16 12:41:28,43,144,-68,37,
2020-01-16 12:41:27,43,128,-128,39,
2020-01-16 12:41:27,43,128,-102,38,
2020-01-16 12:41:27,43,128,-63,37,
2020-01-16 12:41:26,43,144,-65,39,
2020-01-16 12:41:26,43,144,-128,38,
2020-01-16 12:41:26,43,144,-128,37,
2020-01-16 12:41:26,43,80,-98,39,
2020-01-16 12:41:26,43,80,-74,38,
2020-01-16 12:41:26,43,80,-128,37,
2020-01-16 12:41:24,43,128,-128,39,
2020-01-16 12:41:24,43,128,-66,38,
2020-01-16 12:41:24,43,128,-128,37,
2020-01-16 12:41:24,43,176,-82,39,
2020-01-16 12:41:24,43,176,-128,38,
2020-01-16 12:41:24,43,176,-128,37,
2020-01-16 12:41:23,43,80,-128,39,
2020-01-16 12:41:23,43,80,-128,38,
2020-01-16 12:41:23,43,80,-71,37,
2020-01-16 12:41:23,43,144,-128,39,
2020-01-16 12:41:23,43,144,-128,38,
2020-01-16 12:41:23,43,144,-65,37,
2020-01-16 12:41:21,43,128,-128,39,
2020-01-16 12:41:21,43,128,-128,38,
2020-01-16 12:41:21,43,128,-62,37,
2020-01-16 12:41:20,43,144,-67,39,
2020-01-16 12:41:20,43,144,-128,38,
2020-01-16 12:41:20,43,144,-128,37,
2020-01-16 12:41:20,43,80,-99,39,
2020-01-16 12:41:20,43,80,-69,38,
2020-01-16 12:41:20,43,80,-128,37,
2020-01-16 12:41:17,43,128,-128,39,
2020-01-16 12:41:17,43,128,-57,38,
2020-01-16 12:41:17,43,128,-128,37,
2020-01-16 12:41:17,43,80,-128,39,
2020-01-16 12:41:17,43,80,-128,38,
2020-01-16 12:41:17,43,80,-69,37,
2020-01-16 12:41:17,43,144,-128,39,
2020-01-16 12:41:17,43,144,-128,38,
2020-01-16 12:41:17,43,144,-68,37,
2020-01-16 12:41:15,43,80,-77,39,
2020-01-16 12:41:15,43,80,-128,38,
2020-01-16 12:41:15,43,80,-128,37,
2020-01-16 12:41:14,43,128,-128,39,
2020-01-16 12:41:14,43,128,-128,38,
2020-01-16 12:41:14,43,128,-56,37,
2020-01-16 12:41:14,43,144,-70,39,
2020-01-16 12:41:14,43,144,-128,38,
2020-01-16 12:41:14,43,144,-128,37,
2020-01-16 12:41:13,43,176,-85,39,
2020-01-16 12:41:13,43,176,-128,38,
2020-01-16 12:41:13,43,176,-105,37,
2020-01-16 12:41:12,43,128,-128,39,
2020-01-16 12:41:12,43,128,-70,38,
2020-01-16 12:41:12,43,128,-128,37,
2020-01-16 12:41:11,43,80,-128,39,
2020-01-16 12:41:11,43,80,-100,38,
2020-01-16 12:41:11,43,80,-71,37,
2020-01-16 12:41:11,43,176,-128,39,
2020-01-16 12:41:11,43,176,-85,38,
2020-01-16 12:41:11,43,176,-128,37,
2020-01-16 12:41:11,43,144,-128,39,
2020-01-16 12:41:11,43,144,-128,38,
2020-01-16 12:41:11,43,144,-63,37,
2020-01-16 12:41:09,43,128,-128,39,
2020-01-16 12:41:09,43,128,-128,38,
2020-01-16 12:41:09,43,128,-61,37,
2020-01-16 12:41:09,43,80,-75,39,
2020-01-16 12:41:09,43,80,-128,38,
2020-01-16 12:41:09,43,80,-98,37,
2020-01-16 12:41:08,43,144,-71,39,
2020-01-16 12:41:08,43,144,-128,38,
2020-01-16 12:41:08,43,144,-128,37,
2020-01-16 12:41:08,43,176,-128,39,
2020-01-16 12:41:08,43,176,-128,38,
2020-01-16 12:41:08,43,176,-85,37,
2020-01-16 12:41:06,43,128,-56,39,
2020-01-16 12:41:06,43,128,-128,38,
2020-01-16 12:41:06,43,128,-128,37,
2020-01-16 12:41:06,43,80,-128,39,
2020-01-16 12:41:06,43,80,-74,38,
2020-01-16 12:41:06,43,80,-128,37,
2020-01-16 12:41:05,43,144,-128,39,
2020-01-16 12:41:05,43,144,-128,38,
2020-01-16 12:41:05,43,144,-64,37,
2020-01-16 12:41:05,43,176,-105,39,
2020-01-16 12:41:05,43,176,-80,38,
2020-01-16 12:41:05,43,176,-128,37,
2020-01-16 12:41:03,43,128,-128,39,
2020-01-16 12:41:03,43,128,-128,38,
2020-01-16 12:41:03,43,128,-61,37,
2020-01-16 12:41:03,43,80,-71,39,
2020-01-16 12:41:03,43,80,-128,38,
2020-01-16 12:41:03,43,80,-128,37,
2020-01-16 12:41:02,43,144,-128,39,
2020-01-16 12:41:02,43,144,-67,38,
2020-01-16 12:41:02,43,144,-128,37,
2020-01-16 12:41:01,43,128,-57,39,
2020-01-16 12:41:01,43,128,-128,38,
2020-01-16 12:41:01,43,128,-128,37,
2020-01-16 12:41:00,43,80,-128,39,
2020-01-16 12:41:00,43,80,-67,38,
2020-01-16 12:41:00,43,80,-128,37,
2020-01-16 12:40:59,43,176,-85,39,
2020-01-16 12:40:59,43,176,-128,38,
2020-01-16 12:40:59,43,176,-128,37,
2020-01-16 12:40:58,43,144,-128,39,
2020-01-16 12:40:58,43,144,-128,38,
2020-01-16 12:40:58,43,144,-73,37,
2020-01-16 12:40:58,43,80,-128,39,
2020-01-16 12:40:58,43,80,-128,38,
2020-01-16 12:40:58,43,80,-67,37,
2020-01-16 12:40:57,43,128,-128,39,
2020-01-16 12:40:57,43,128,-128,38,
2020-01-16 12:40:57,43,128,-58,37,
2020-01-16 12:40:56,43,176,-128,39,
2020-01-16 12:40:56,43,176,-82,38,
2020-01-16 12:40:56,43,176,-128,37,
2020-01-16 12:40:56,43,144,-64,39,
2020-01-16 12:40:56,43,144,-128,38,
2020-01-16 12:40:56,43,144,-128,37,
2020-01-16 12:40:55,43,80,-128,39,
2020-01-16 12:40:55,43,80,-97,38,
2020-01-16 12:40:55,43,80,-64,37,
2020-01-16 12:40:55,43,128,-67,39,
2020-01-16 12:40:55,43,128,-128,38,
2020-01-16 12:40:55,43,128,-128,37,
2020-01-16 12:40:53,43,80,-68,39,
2020-01-16 12:40:53,43,80,-128,38,
2020-01-16 12:40:53,43,80,-97,37,
2020-01-16 12:40:53,43,144,-67,39,
2020-01-16 12:40:53,43,144,-128,38,
2020-01-16 12:40:53,43,144,-100,37,
2020-01-16 12:40:51,43,128,-128,39,
2020-01-16 12:40:51,43,128,-128,38,
2020-01-16 12:40:51,43,128,-56,37,
2020-01-16 12:40:50,43,176,-128,39,
2020-01-16 12:40:50,43,176,-106,38,
2020-01-16 12:40:50,43,176,-83,37,
2020-01-16 12:40:50,43,144,-70,39,
2020-01-16 12:40:50,43,144,-128,38,
2020-01-16 12:40:50,43,144,-128,37,
2020-01-16 12:40:50,43,80,-128,39,
2020-01-16 12:40:50,43,80,-60,38,
2020-01-16 12:40:50,43,80,-128,37,
2020-01-16 12:40:47,43,144,-128,39,
2020-01-16 12:40:47,43,144,-128,38,
2020-01-16 12:40:47,43,144,-70,37,
2020-01-16 12:40:46,43,80,-128,39,
2020-01-16 12:40:46,43,80,-128,38,
2020-01-16 12:40:46,43,80,-62,37,
2020-01-16 12:40:46,43,128,-128,39,
2020-01-16 12:40:46,43,128,-128,38,
2020-01-16 12:40:46,43,128,-57,37,
2020-01-16 12:40:45,43,176,-128,39,
2020-01-16 12:40:45,43,176,-128,38,
2020-01-16 12:40:45,43,176,-80,37,
2020-01-16 12:40:44,43,144,-62,39,
2020-01-16 12:40:44,43,144,-128,38,
2020-01-16 12:40:44,43,144,-128,37,
2020-01-16 12:40:43,43,80,-96,39,
2020-01-16 12:40:43,43,80,-68,38,
2020-01-16 12:40:43,43,80,-128,37,
2020-01-16 12:40:42,43,128,-58,39,
2020-01-16 12:40:42,43,128,-128,38,
2020-01-16 12:40:42,43,128,-128,37,
2020-01-16 12:40:41,43,144,-128,39,
2020-01-16 12:40:41,43,144,-128,38,
2020-01-16 12:40:41,43,144,-77,37,
2020-01-16 12:40:40,43,80,-128,39,
2020-01-16 12:40:40,43,80,-128,38,
2020-01-16 12:40:40,43,80,-64,37,
2020-01-16 12:40:40,43,128,-63,39,
2020-01-16 12:40:40,43,128,-128,38,
2020-01-16 12:40:40,43,128,-128,37,
2020-01-16 12:40:39,43,176,-128,39,
2020-01-16 12:40:39,43,176,-128,38,
2020-01-16 12:40:39,43,176,-81,37,
2020-01-16 12:40:39,43,80,-67,39,
2020-01-16 12:40:39,43,80,-128,38,
2020-01-16 12:40:39,43,80,-128,37,
2020-01-16 12:40:38,43,144,-67,39,
2020-01-16 12:40:38,43,144,-128,38,
2020-01-16 12:40:38,43,144,-128,37,
2020-01-16 12:40:38,43,128,-62,39,
2020-01-16 12:40:38,43,128,-128,38,
2020-01-16 12:40:38,43,128,-128,37,
2020-01-16 12:40:36,43,80,-128,39,
2020-01-16 12:40:36,43,80,-96,38,
2020-01-16 12:40:36,43,80,-65,37,
2020-01-16 12:40:36,43,176,-81,39,
2020-01-16 12:40:36,43,176,-128,38,
2020-01-16 12:40:36,43,176,-105,37,
2020-01-16 12:40:35,43,128,-128,39,
2020-01-16 12:40:35,43,128,-128,38,
2020-01-16 12:40:35,43,128,-63,37,
2020-01-16 12:40:35,43,144,-128,39,
2020-01-16 12:40:35,43,144,-128,38,
2020-01-16 12:40:35,43,144,-66,37,
2020-01-16 12:40:33,43,176,-80,39,
2020-01-16 12:40:33,43,176,-128,38,
2020-01-16 12:40:33,43,176,-128,37,
2020-01-16 12:40:33,43,80,-67,39,
2020-01-16 12:40:33,43,80,-128,38,
2020-01-16 12:40:33,43,80,-128,37,
2020-01-16 12:40:32,43,144,-128,39,
2020-01-16 12:40:32,43,144,-62,38,
2020-01-16 12:40:32,43,144,-128,37,
2020-01-16 12:40:31,43,128,-56,39,
2020-01-16 12:40:31,43,128,-128,38,
2020-01-16 12:40:31,43,128,-128,37,
2020-01-16 12:40:30,43,176,-83,39,
2020-01-16 12:40:30,43,176,-128,38,
2020-01-16 12:40:30,43,176,-128,37,
2020-01-16 12:40:29,43,80,-128,39,
2020-01-16 12:40:29,43,80,-79,38,
2020-01-16 12:40:29,43,80,-64,37,
2020-01-16 12:40:29,43,144,-128,39,
2020-01-16 12:40:29,43,144,-128,38,
2020-01-16 12:40:29,43,144,-64,37,
2020-01-16 12:40:28,43,128,-53,39,
2020-01-16 12:40:28,43,128,-128,38,
2020-01-16 12:40:28,43,128,-92,37,
2020-01-16 12:40:27,43,176,-128,39,
2020-01-16 12:40:27,43,176,-87,38,
2020-01-16 12:40:27,43,176,-128,37,
2020-01-16 12:40:27,43,144,-64,39,
2020-01-16 12:40:27,43,144,-128,38,
2020-01-16 12:40:27,43,144,-128,37,
2020-01-16 12:40:26,43,80,-67,39,
2020-01-16 12:40:26,43,80,-128,38,
2020-01-16 12:40:26,43,80,-128,37,
2020-01-16 12:40:25,43,176,-85,39,
2020-01-16 12:40:25,43,176,-128,38,
2020-01-16 12:40:25,43,176,-106,37,
2020-01-16 12:40:24,43,128,-67,39,
2020-01-16 12:40:24,43,128,-128,38,
2020-01-16 12:40:24,43,128,-128,37,
2020-01-16 12:40:24,43,144,-128,39,
2020-01-16 12:40:24,43,144,-70,38,
2020-01-16 12:40:24,43,144,-128,37,
2020-01-16 12:40:24,43,80,-128,39,
